"original canceled date","resurrected canceled date","original created date","resurrected created date","original end date","resurrected end date","original next charge date","resurrected next charge date","original plan","resurrected plan",student_id,"original subscription id","resurrected subscription id","days to resurrection"
"2022-09-30 00:00:00",NULL,"2021-10-09 21:46:15","2022-10-14 13:53:14","2022-10-09 00:00:00",NULL,"2022-10-09 00:00:00","2023-10-14 13:53:14",annual,annual,172289,5647,10473,5
"2022-09-29 16:57:12","2022-10-20 00:54:34","2022-08-31 16:52:47","2022-10-19 19:41:50","2022-09-30 17:01:06","2023-10-19 19:41:50","2022-09-30 16:52:47","2023-10-19 19:41:50",monthly,annual,184509,9978,10510,19
"2022-09-30 16:51:49",NULL,"2022-07-02 21:33:28","2022-10-21 17:11:56","2022-10-02 21:41:04",NULL,"2022-10-02 21:33:28","2023-10-21 17:11:56",monthly,annual,279178,9341,10543,19
NULL,NULL,"2021-09-29 18:25:39","2022-10-22 07:13:43","2022-10-08 00:00:00",NULL,"2022-09-29 00:00:00","2023-10-22 07:13:43",annual,annual,171464,5578,10550,14
NULL,NULL,"2022-08-21 22:17:42","2022-10-26 15:26:25","2022-10-04 22:41:12","2022-12-09 16:01:20","2022-09-21 22:17:42","2022-11-26 15:26:25",monthly,monthly,287436,9875,10581,22
"2021-09-30 00:00:00","2021-10-07 00:00:00","2021-09-30 01:38:14","2021-10-07 02:04:28","2021-10-01 00:00:00","2023-01-07 00:00:00","2022-09-30 00:00:00","2023-01-07 00:00:00",annual,annual,161580,5586,5632,6
NULL,NULL,"2021-08-05 09:55:10","2021-10-15 09:58:05","2021-10-09 00:00:00","2022-01-19 00:00:00","2021-10-05 00:00:00","2022-01-15 00:00:00",annual,annual,162207,5096,5706,6
"2021-09-06 00:00:00","2021-11-07 00:00:00","2021-08-06 18:29:58","2021-11-06 15:13:51","2021-10-06 00:00:00","2021-12-06 00:00:00","2021-10-06 00:00:00","2021-12-06 00:00:00",monthly,monthly,151556,5106,5750,31
"2021-11-24 00:00:00",NULL,"2021-11-22 20:33:22","2021-11-29 11:57:42","2021-11-25 00:00:00","2022-04-01 00:00:00","2022-11-22 00:00:00","2022-03-28 00:00:00",annual,monthly,242677,5882,6676,4
NULL,NULL,"2021-09-11 12:24:08","2021-12-05 02:30:43","2021-10-15 00:00:00","2022-02-09 00:00:00","2021-10-11 00:00:00","2022-02-05 00:00:00",monthly,monthly,158724,5393,7038,51
NULL,NULL,"2021-11-11 08:33:38","2021-12-07 08:20:26","2021-12-02 00:00:00",NULL,"2022-11-11 00:00:00","2023-12-07 00:00:00",annual,annual,178111,5757,7051,5
"2021-11-11 00:00:00","2022-02-18 00:00:00","2021-09-15 05:25:12","2021-12-25 06:47:50","2021-11-15 00:00:00","2022-02-25 00:00:00","2021-11-15 00:00:00","2022-02-25 00:00:00",monthly,monthly,156660,5405,7170,40
NULL,NULL,"2021-11-19 17:24:34","2022-01-02 07:38:02","2021-12-23 00:00:00","2022-02-06 00:00:00","2021-12-19 00:00:00","2022-02-02 00:00:00",monthly,monthly,250078,5803,7247,10
"2021-11-22 00:00:00","2022-02-12 00:00:00","2021-11-22 17:10:02","2022-01-12 11:45:50","2021-12-22 00:00:00","2022-02-12 00:00:00","2021-12-22 00:00:00","2022-02-12 00:00:00",monthly,monthly,179137,5852,7337,21
NULL,NULL,"2021-11-23 12:17:41","2022-01-21 09:37:28","2021-12-27 00:00:00","2022-08-25 00:00:00","2021-12-23 00:00:00","2022-08-21 00:00:00",monthly,monthly,196538,5931,7467,25
"2021-10-27 00:00:00",NULL,"2021-09-27 13:12:17","2022-01-31 03:49:58","2021-10-27 00:00:00","2022-04-01 00:00:00","2021-10-27 00:00:00","2022-03-28 00:00:00",monthly,monthly,145313,5537,7703,96
NULL,"2022-04-28 00:00:00","2021-11-23 12:16:55","2022-01-31 08:58:07","2022-01-27 00:00:00","2022-04-28 00:00:00","2022-01-23 00:00:00","2022-04-28 00:00:00",monthly,monthly,248305,5930,7704,4
NULL,NULL,"2021-12-13 08:34:23","2022-02-08 12:55:00","2022-01-17 00:00:00","2022-04-06 08:13:29","2022-01-13 00:00:00","2022-03-08 12:55:00",monthly,monthly,198947,7096,7775,22
NULL,"2022-12-20 15:43:33","2022-01-28 05:04:29","2022-02-17 05:10:37","2022-02-14 00:00:00","2023-02-17 05:10:37","2023-01-28 00:00:00","2023-02-17 05:10:37",annual,annual,261805,7673,7879,3
"2021-10-14 00:00:00",NULL,"2021-09-15 20:35:22","2022-02-17 13:21:52","2021-10-15 00:00:00",NULL,"2021-10-15 00:00:00","2023-02-17 13:21:52",monthly,annual,93270,5407,7894,125
"2021-09-23 00:00:00",NULL,"2021-08-28 09:30:34","2022-03-24 01:56:08","2021-09-28 00:00:00","2022-03-30 06:50:56","2021-09-28 00:00:00","2023-03-24 01:56:08",monthly,annual,157613,5290,8203,177
NULL,"2022-04-15 01:19:57","2022-01-09 11:06:20","2022-03-27 12:28:16","2022-02-13 00:00:00",NULL,"2022-02-09 00:00:00","2023-03-27 12:28:16",annual,annual,259504,7301,8257,42
NULL,"2022-10-12 00:54:11","2022-01-21 20:18:45","2022-03-29 20:08:06","2022-02-07 00:00:00","2023-03-29 20:08:06","2023-01-21 00:00:00","2023-03-29 20:08:06",annual,annual,261200,7476,8303,50
"2022-03-25 08:47:07","2022-04-05 05:02:59","2022-03-20 10:12:09","2022-03-30 18:59:08","2022-03-28 14:47:59","2022-04-05 06:11:19","2023-03-20 10:12:09","2023-03-30 18:59:08",annual,annual,267089,8164,8347,2
NULL,NULL,"2021-11-24 19:08:13","2022-04-04 22:55:33","2021-12-28 00:00:00","2022-07-17 23:21:11","2021-12-24 00:00:00","2022-05-04 22:55:33",monthly,monthly,225216,6048,8432,97
NULL,NULL,"2022-02-23 23:10:20","2022-04-21 00:57:58","2022-04-08 13:16:18","2022-06-03 01:21:05","2022-03-23 23:10:20","2022-05-21 00:57:58",monthly,monthly,195307,7950,8587,13
NULL,NULL,"2022-02-23 15:31:32","2022-04-23 07:49:46","2022-04-08 13:15:18","2022-06-05 08:20:58","2022-03-23 15:31:32","2022-05-23 07:49:46",monthly,monthly,264514,7946,8601,15
"2022-02-03 00:00:00","2022-06-10 14:26:19","2022-01-04 14:20:41","2022-05-10 14:54:37","2022-02-04 00:00:00","2022-06-10 15:01:13","2022-02-04 00:00:00","2022-06-10 14:54:37",monthly,monthly,4874,7260,8726,95
"2022-03-26 20:13:11","2022-05-21 20:47:54","2022-03-03 17:08:47","2022-05-17 05:29:07","2022-04-03 17:21:05","2022-06-17 05:40:52","2022-04-03 17:08:47","2022-06-17 05:29:07",monthly,monthly,265241,8016,8773,44
"2021-11-08 00:00:00",NULL,"2021-09-12 12:02:15","2022-05-30 07:35:03","2021-11-12 00:00:00",NULL,"2021-11-12 00:00:00","2023-01-30 07:35:03",monthly,monthly,159071,5397,8934,199
"2021-10-19 00:00:00",NULL,"2021-08-19 06:19:52","2022-06-07 17:23:13","2021-10-19 00:00:00","2022-07-20 18:01:15","2021-10-19 00:00:00","2022-07-07 17:23:13",monthly,monthly,5603,5176,9109,231
"2022-04-24 16:28:17","2022-07-25 11:21:26","2022-04-10 23:20:33","2022-06-15 03:12:14","2022-05-10 23:40:53","2022-08-15 03:21:02","2022-05-10 23:20:33","2022-08-15 03:12:14",monthly,monthly,270247,8494,9164,36
"2022-04-18 18:49:10","2022-07-09 14:01:13","2022-03-24 17:52:17","2022-06-16 14:09:39","2022-04-24 18:01:18","2022-07-16 14:20:54","2022-04-24 17:52:17","2022-07-16 14:09:39",monthly,monthly,182728,8217,9178,53
NULL,NULL,"2021-09-28 11:38:51","2022-06-20 03:16:36","2021-10-11 00:00:00",NULL,"2021-10-28 00:00:00","2023-06-20 03:16:36",monthly,annual,171536,5561,9206,252
NULL,NULL,"2022-03-02 18:29:30","2022-06-27 20:36:05","2022-05-11 15:27:18","2022-08-09 21:01:02","2022-04-02 18:29:30","2022-07-27 20:36:05",monthly,monthly,262569,8011,9281,47
"2021-12-22 00:00:00",NULL,"2021-12-07 10:46:47","2022-06-28 07:33:09","2022-01-07 00:00:00",NULL,"2022-01-07 00:00:00","2023-06-28 07:33:09",monthly,annual,185019,7052,9285,172
NULL,NULL,"2022-01-18 12:07:58","2022-06-29 14:22:25","2022-02-22 00:00:00",NULL,"2022-02-18 00:00:00","2023-06-29 14:22:25",monthly,annual,238800,7407,9305,127
NULL,"2022-08-07 08:56:29","2021-09-21 08:26:50","2022-07-06 17:15:40","2021-10-15 00:00:00","2022-09-06 17:21:24","2022-09-21 00:00:00","2022-09-06 17:15:40",annual,monthly,169991,5441,9364,264
"2022-06-07 21:08:41","2022-07-09 16:35:43","2022-06-07 14:13:07","2022-07-09 16:32:03","2022-07-07 14:20:58","2022-08-09 16:41:05","2022-07-07 14:13:07","2022-08-09 16:32:03",monthly,monthly,190610,9108,9387,2
NULL,"2022-08-12 08:42:39","2022-03-26 10:19:43","2022-07-13 04:34:12","2022-06-08 10:40:55","2022-08-13 04:40:47","2022-04-26 10:19:43","2022-08-13 04:34:12",monthly,monthly,182,8246,9415,35
"2022-06-07 17:45:20","2022-09-14 17:26:34","2022-02-11 11:34:53","2022-07-22 10:06:56","2022-06-11 11:40:41","2022-09-22 10:20:50","2022-06-11 11:34:53","2022-09-22 10:06:56",monthly,monthly,261828,7814,9515,41
"2022-06-12 09:55:41",NULL,"2022-05-13 00:48:44","2022-08-07 07:08:50","2022-06-13 01:00:51","2022-09-20 07:40:52","2022-06-13 00:48:44","2022-09-07 07:08:50",monthly,monthly,180153,8745,9766,55
"2022-06-23 12:33:41",NULL,"2022-06-23 12:10:40","2022-08-10 14:22:38","2022-07-23 12:20:59","2022-11-11 10:27:05","2022-07-23 12:10:40","2022-09-10 14:22:38",monthly,monthly,278995,9241,9798,18
NULL,NULL,"2022-02-25 21:45:46","2022-08-22 14:37:21","2022-04-08 13:17:06","2022-10-05 15:00:49","2022-03-25 21:45:46","2022-09-22 14:37:21",monthly,monthly,156614,7964,9880,136
NULL,NULL,"2022-07-07 01:43:26","2022-08-28 10:35:35","2022-08-20 02:20:57",NULL,"2022-08-07 01:43:26","2023-08-28 10:35:35",monthly,annual,280548,9367,9929,8
NULL,NULL,"2022-06-19 22:12:51","2022-08-30 20:14:43","2022-06-29 06:11:50",NULL,"2023-06-19 22:12:51","2023-08-30 20:14:43",annual,annual,269534,9205,9953,62
"2022-03-28 00:00:00",NULL,"2021-12-01 18:17:38","2022-08-31 19:19:10","2022-04-01 00:00:00",NULL,"2022-04-01 00:00:00","2023-08-31 19:19:10",monthly,annual,225283,6920,9980,152
"2022-07-12 15:37:34",NULL,"2022-04-16 03:44:30","2022-09-01 20:11:59","2022-07-16 04:00:53",NULL,"2022-07-16 03:44:30","2023-09-01 20:11:59",monthly,annual,269130,8546,9993,47
"2022-04-06 18:45:33","2022-10-20 17:48:19","2022-02-15 16:26:13","2022-09-15 22:01:59","2022-04-15 16:41:17","2022-11-15 22:21:03","2022-03-15 16:26:13","2022-11-15 22:01:59",monthly,monthly,263783,7855,10093,153
NULL,NULL,"2021-09-24 19:21:35","2022-10-05 12:14:28","2022-10-03 00:00:00",NULL,"2022-09-24 00:00:00","2023-10-05 12:14:28",annual,annual,167554,5481,10390,2
NULL,NULL,"2021-09-28 05:57:40","2022-10-09 07:45:01","2022-10-07 00:00:00",NULL,"2022-09-28 00:00:00","2023-10-09 07:45:01",annual,annual,143709,5557,10417,2
NULL,NULL,"2021-11-29 06:14:37","2022-10-09 09:50:19","2021-11-29 00:00:00",NULL,"2022-11-29 00:00:00","2023-10-09 09:50:19",annual,annual,254888,6603,10418,314
"2022-08-13 23:14:35","2022-11-14 16:37:07","2022-04-20 06:43:28","2022-10-11 14:14:42","2022-08-20 07:00:58","2022-12-11 14:20:56","2022-08-20 06:43:28","2022-12-11 14:14:42",monthly,monthly,269984,8576,10433,52
"2022-05-29 20:05:16",NULL,"2022-04-30 09:48:59","2022-10-19 18:02:42","2022-05-30 10:00:41",NULL,"2022-05-30 09:48:59","2023-10-19 18:02:42",monthly,annual,182377,8658,10508,142
"2022-06-06 04:39:03","2022-10-20 11:04:37","2022-06-02 23:57:04","2022-10-20 10:58:11","2022-06-06 06:42:56","2023-10-20 10:58:11","2022-07-02 23:57:04","2023-10-20 10:58:11",monthly,annual,275215,9071,10521,136
"2022-08-15 09:07:36",NULL,"2022-05-26 21:24:33","2022-10-20 15:29:32","2022-08-26 21:40:55",NULL,"2022-08-26 21:24:33","2023-10-20 15:29:32",monthly,annual,274836,8872,10527,55
"2022-06-12 11:41:54",NULL,"2022-04-11 18:23:01","2022-10-20 19:58:02","2022-07-11 18:41:09",NULL,"2022-07-11 18:23:01","2023-10-20 19:58:02",monthly,annual,270103,8499,10531,101
"2021-09-27 00:00:00",NULL,"2021-09-27 18:09:50","2022-10-21 05:00:20","2022-09-27 00:00:00",NULL,"2022-09-27 00:00:00","2023-10-21 05:00:20",annual,annual,171476,5545,10537,24
NULL,NULL,"2022-06-06 06:45:30","2022-10-28 10:31:00","2022-10-07 11:33:51","2023-01-16 00:00:00","2023-06-06 06:45:30","2023-10-28 00:00:00",annual,annual,271258,9095,10594,21
